EventId,EventTemplate,Occurrences
283,the url = <*>,1
284,[<*>] [Adding [<CalDAVAccountRefreshQueueableOperation: <*>; Sequence: <*>>] to failed operations.],3
285,hibernate_rebuild started,1
286,"Service ""<*> tried to hijack endpoint ""<*> from owner: com.apple.SystemUIServer.agent",3
287,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=<*>,2
288,Sandbox: com.apple.WebKit(<*>) deny(<*>) file-read-data <*>,1
289,<*>-<*>-<*> <*>:<*>:<*> PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,1
290,full wake request (reason <*> <*>,1
291,kern_open_file_for_direct_io(<*>),1
292,"PM response took <*> ms (<*>, QQ)",1
293,Page bounds {<*>},2
294,Failed to connect (titleField) outlet from (<*> to (NSTextField): missing setter or instance variable,1
295,[com.apple.calendar.store.log.caldav.queue] [Account <*> timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: <*> Sequence: <*>,1
296,"[<*>] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain Code=<*> ""(null)"" UserInfo={AccountName=<*>, CalDAVErrFromRefresh=YES, CoreDAVHTTPHeaders=<CFBasicHash <*> [0x<*>]>{type = immutable dict, count = <*> entries => <*> : Connection = <*> <*> : Content-Type = <*> <*> : Content-Length = <*> <*> : Server = nginx <*> : Date = <*>}]",1
297,Sandbox: SpotlightNetHelp(<*>) deny(<*>) ipc-posix-shm-read-data CFPBS:<*>,1
298,"no application identifier provided, can't use provisioning profiles [pid=<*>]",1
299,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert,1
300,CFNetwork SSLHandshake failed (<*>),1
301,"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:<*> H:[NSImageView:<*>(<*>)]>"", ""<NSLayoutConstraint:<*> H:|-(<*>)-[NSImageView:<*>]  (Names: PageItemCell:<*>, '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(<*>)]  (Names: PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSImageView:<*>]-(<*>)-[NSTextField:<*>]>"", ""<NSLayoutConstraint:<*> H:[NSTextField:<*>]-(<*>)-|  (Names: PageItemCell:<*>, '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSTextField:<*>]-(>=NSSpace(<*>))-[NSTextField:<*>]>"" ) Will attempt to recover by breaking constraint <NSLayoutConstraint:<*> H:[NSImageView:<*>(<*>)]> Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens. And/or, break on objc_exception_throw to catch this in the debugger.",2
302,"Configuration Notice: ASL Module ""<*> sharing output destination ""<*> with ASL Module ""<*>"". Output parameters from ASL Module ""<*> override any specified in ASL Module ""<*>"".",1
303,(DiskStore.Normal:<*> <*> <*>,1
304,"CCDataTap::profileRemoved, Owner: <*>, Name: StateSnapshots",1
305,Unrecognized XSSimpleTypeDefinition: OneOff,2
306,DB Path: <*>,1
307,Could not get event name for stream/token: <*>: <*>: Request for stale data,1
308,Error in CoreDragRemoveTrackingHandler: <*>,1
309,Session <*> destroyed,2
310,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! NeteaseMusic.<*> tc<*> <*>:<*>,1
311,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.<*> tc25354 <*>:<*>,1
312,"ARPT: <*>: wl0: Roamed or switched channel, reason #<*>, bssid <*>",1
313,Sandbox: QuickLookSatelli(<*> deny(<*>) mach-lookup com.apple.networkd,1
314,"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: [<*>] libnetcore-<*> <*>  libsystem_network.dylib     <*> __nw_create_backtrace_string + <*> <*>  libsystem_network.dylib     <*> nw_path_evaluator_start_helper_connection + <*> 2  libdispatch.dylib     <*> _dispatch_call_block_and_release + <*> 3  libdispatch.dylib     <*> _dispatch_client_callout + <*> 4  libdispatch.dylib     <*> _dispatch_queue_drain + <*> 5  libdispatch.dylib     <*> _dispatch_queue_invoke + <*> 6  libdispatch.dylib     <*> _dispatch_root_queue_drain + <*> 7  libdispatch.dylib     <*> <*> + <*> 8  libsystem_pthread.dylib     <*> <*> + <*> 9  libsystem_pthread.dylib     <*> start_wqthread + <*>",1
315,"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=<*> in environment to log backtraces.",1
316,full wake promotion (reason <*> <*>,1
317,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, <*>)",1
318,"[QL] No sandbox token for request <*>, it will probably fail",1
319,schedule invalidation <DYTransport <*> error: lost transport connection (<*>)>,1
320,[<*>] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err=<*> (kFigMediaValidatorError_VideoCodecNotSupported) (video codec <*> at line <*>,1
321,<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec <*>,1
322,<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId: Unrecognized codec <*>.(null). Failed codec specific check.,1
323,CoreAnimation: timed out fence <*>,1
324,Failed to connect (view) outlet from (NSApplication) to (NSColorPickerGridView): missing setter or instance variable,1
325,<*> ERROR:  <*> timed out after <*> (<*> <*>); mMajorChangePending=<*>,1
326,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.10018 tc25805 <*>:<*>,1
327,efi pagecount <*>,2
328,did discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,1
329,"CCDataTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: AssociationEventHistory",1
330,Host controller terminated,1
331,[HID] [MT] AppleActuatorHIDEventDriver::start entered,1
332,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object,2
333,vm_compressor_fastwake_warmup completed - took <*> msecs,1
334,"Unable to simultaneously satisfy constraints: ( ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=-&- V:[NSScrollView:<*>]-(11)-|  (Names: '|':NSView:<*> )>"", ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=-&- V:|-(<*>)-[NSScrollView:<*>]  (Names: '|':NSView:<*> )>"", ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=--& V:[NSView:<*>(<*>)]>"", ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=-&- V:|-(<*>)-[NSView:<*>]  (Names: '|':NSView:<*> )>"", ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=-&- V:[NSView:<*>]-(<*>)-|  (Names: '|':NSView:<*> )>"" ) Will attempt to recover by breaking constraint <NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=-&- V:|-(<*>)-[NSScrollView:<*>]  (Names: '|':NSView:<*> )> Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens. And/or, break on objc_exception_throw to catch this in the debugger.",1
335,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,1
336,"Arranged view frame: {{<*>, <*>}",1
337,CCProfileMonitor::setStreamEventHandler,1
338,Telling CSI to go low power.,1
